Survey year,Unitid,Institution name,OPEID,Campus ID, Campus Name,Institution Size,Sex offenses - Forcible,Rape,Fondling,Sex offenses - Non-forcible,,Incest,Statutory rape,,Total Assault
2019,147767,Northwestern University,173900,1,Main Campus,22448,,7,3,,,0,0,,10
2019,204796,Ohio State University-Main Campus,309000,1,Main Campus,61391,,215,1251,,,0,0,,1466
2019,214777,Pennsylvania State University-Main Campus,332900,1,University Park Campus Penn State,91427,,41,24,,,0,0,,65
2019,243780,Purdue University-Main Campus,182500,1,Main Campus,45500,,17,5,,,0,0,,22
2019,186380,Rutgers University-New Brunswick,262900,1,Main Campus,50173,,25,12,,,0,0,,37
2019,110662,University of California-Los Angeles,131500,1,UCLA,44371,,18,59,,,0,0,,77
2019,145637,University of Illinois Urbana-Champaign,177500,1,Main Campus,51605,,19,9,,,0,2,,30
2019,153658,University of Iowa,189200,1,Main Campus,31240,,27,22,,,0,0,,49
2019,163286,University of Maryland-College Park,210300,1,Main Campus,40743,,23,7,,,0,0,,30
2019,170976,University of Michigan-Ann Arbor,232500,1,Ann Arbor campus,48090,,19,25,,,0,0,,44
2019,174066,University of Minnesota-Twin Cities,396900,1,Main Campus,51327,,27,23,,,0,0,,50
2019,181464,University of Nebraska-Lincoln,256500,1,Main Campus,25390,,13,1,,,0,0,,14
2019,209551,University of Oregon,322300,1,Main Campus,22517,,4,12,,,0,0,,16
2019,123961,University of Southern California,132800,1,University Park Campus,48321,,29,30,,,0,0,,59
2019,123961,University of Southern California,132800,2,Health Sciences Campus,48321,,9,2,,,0,0,,11
2019,123961,University of Southern California,132800,3,Catalina Island,48321,,0,0,,,0,0,,0
2019,123961,University of Southern California,132800,4,Orange County Center,48321,,0,0,,,0,0,,0
2019,123961,University of Southern California,132800,5,Sacramento Center,48321,,0,0,,,0,0,,0
2019,123961,University of Southern California,132800,6,Marina del Rey,48321,,0,0,,,0,0,,0
2019,123961,University of Southern California,132800,7,Health Science Alhambra Building,48321,,0,0,,,0,0,,0
2019,123961,University of Southern California,132800,8,San Diego Alzheimer's Research Institute,48321,,0,0,,,0,0,,0
2019,123961,University of Southern California,132800,9,Aviation Safety & Security,48321,,0,0,,,0,0,,0
2019,236948,University of Washington-Seattle Campus,379800,1,Main Campus,47576,,17,15,,,0,0,,32
2019,240444,University of Wisconsin-Madison,389500,1,Main Campus,44257,,11,9,,,0,0,,20
2020,151351,Indiana University-Bloomington,180900,1,Indiana University - Bloomington Campus,43064,,22,7,,,0,0,,29
2020,171100,Michigan State University,229000,1,Main Campus,49695,,13,3,,,0,1,,17
2020,147767,Northwestern University,173900,1,Main Campus,22603,,2,2,,,0,0,,4
2020,204796,Ohio State University-Main Campus,309000,1,Main Campus,61369,,179,530,,,0,0,,709
2020,243780,Purdue University-Main Campus,182500,1,Main Campus,46655,,7,1,,,0,0,,8
2020,186380,Rutgers University-New Brunswick,262900,1,Main Campus,50411,,4,8,,,0,0,,12
2020,110662,University of California-Los Angeles,131500,1,UCLA,44589,,28,27,,,0,0,,55
2020,145637,University of Illinois Urbana-Champaign,177500,1,Main Campus,52679,,15,5,,,0,0,,20
2020,153658,University of Iowa,189200,1,Main Campus,30318,,25,21,,,0,0,,46
2020,163286,University of Maryland-College Park,210300,1,Main Campus,40709,,13,0,,,0,0,,13
2020,170976,University of Michigan-Ann Arbor,232500,1,Ann Arbor campus,47907,,1212,947,,,0,0,,2159
2020,174066,University of Minnesota-Twin Cities,396900,1,Main Campus,52017,,20,12,,,0,0,,32
2020,181464,University of Nebraska-Lincoln,256500,1,Main Campus,25108,,26,5,,,0,0,,31
2020,209551,University of Oregon,322300,1,Main Campus,21752,,5,2,,,0,1,,8
2020,123961,University of Southern California,132800,1,University Park Campus,46287,,22,2,,,0,0,,24
2020,123961,University of Southern California,132800,2,Health Sciences Campus,46287,,2,4,,,0,0,,6
2020,123961,University of Southern California,132800,3,Catalina Island,46287,,0,0,,,0,0,,0
2020,123961,University of Southern California,132800,4,Orange County Center,46287,,0,0,,,0,0,,0
2020,123961,University of Southern California,132800,5,Sacramento Center,46287,,0,0,,,0,0,,0
2020,123961,University of Southern California,132800,6,Marina del Rey,46287,,0,0,,,0,0,,0
2020,123961,University of Southern California,132800,7,Health Science Alhambra Building,46287,,0,0,,,0,0,,0
2020,123961,University of Southern California,132800,8,San Diego Alzheimer's Research Institute,46287,,0,0,,,0,0,,0
2020,123961,University of Southern California,132800,9,Aviation Safety & Security,46287,,0,0,,,0,0,,0
2020,236948,University of Washington-Seattle Campus,379800,1,Main Campus,48149,,17,5,,,1,0,,23
2020,240444,University of Wisconsin-Madison,389500,1,Main Campus,44640,,9,7,,,0,0,,16
2021,151351,Indiana University-Bloomington,180900,1,Indiana University - Bloomington Campus,45328,,24,14,,,0,0,,38
2021,171100,Michigan State University,229000,1,Main Campus,49659,,19,4,,,0,1,,24
2021,147767,Northwestern University,173900,1,Main Campus,23409,,5,2,,,0,0,,7
2021,204796,Ohio State University-Main Campus,309000,1,Main Campus,61677,,128,547,,,0,1,,676
2021,214777,Pennsylvania State University-Main Campus,332900,1,University Park Campus Penn State,,,41,22,,,0,0,,63
2021,243780,Purdue University-Main Campus,182500,1,Main Campus,50344,,29,7,,,1,0,,37
2021,186380,Rutgers University-New Brunswick,262900,1,Main Campus,50804,,17,9,,,0,0,,26
2021,110662,University of California-Los Angeles,131500,1,UCLA,46116,,26,28,,,0,0,,54
2021,145637,University of Illinois Urbana-Champaign,177500,1,Main Campus,56607,,10,12,,,0,0,,22
2021,153658,University of Iowa,189200,1,Main Campus,29909,,54,27,,,0,0,,81
2021,163286,University of Maryland-College Park,210300,1,Main Campus,41272,,20,8,,,0,0,,28
2021,170976,University of Michigan-Ann Arbor,232500,1,Ann Arbor campus,50278,,199,176,,,0,0,,375
2021,174066,University of Minnesota-Twin Cities,396900,1,Main Campus,52376,,40,10,,,1,0,,51
2021,181464,University of Nebraska-Lincoln,256500,1,Main Campus,24431,,18,51,,,0,0,,69
2021,209551,University of Oregon,322300,1,Main Campus,22257,,3,5,,,0,0,,8
2021,123961,University of Southern California,132800,1,University Park Campus,49318,,16,17,,,0,0,,33
2021,123961,University of Southern California,132800,2,Health Sciences Campus,49318,,6,4,,,0,0,,10
2021,123961,University of Southern California,132800,3,Catalina Island,49318,,0,0,,,0,0,,0
2021,123961,University of Southern California,132800,4,Orange County Center,49318,,0,0,,,0,0,,0
2021,123961,University of Southern California,132800,5,Sacramento Center,49318,,0,0,,,0,0,,0
2021,123961,University of Southern California,132800,6,Marina del Rey,49318,,0,0,,,0,0,,0
2021,123961,University of Southern California,132800,7,Health Science Alhambra Building,49318,,0,0,,,0,0,,0
2021,123961,University of Southern California,132800,8,San Diego Alzheimer's Research Institute,49318,,0,0,,,0,0,,0
2021,123961,University of Southern California,132800,9,Aviation Safety & Security,49318,,0,0,,,0,0,,0
2021,236948,University of Washington-Seattle Campus,379800,1,Main Campus,52434,,14,16,,,0,0,,30
2021,240444,University of Wisconsin-Madison,389500,1,Main Campus,47016,,19,3,,,0,0,,22
2022,151351,Indiana University-Bloomington,180900,1,Indiana University - Bloomington Campus,47005,,38,35,,,0,0,,73
2022,171100,Michigan State University,229000,1,Main Campus,50023,,19,26,,,0,0,,45
2022,147767,Northwestern University,173900,1,Main Campus,23161,,6,3,,,0,0,,9
2022,204796,Ohio State University-Main Campus,309000,1,Main Campus,60540,,86,53,,,0,0,,139
2022,214777,Pennsylvania State University-Main Campus,332900,1,University Park Campus Penn State,50028,,43,26,,,0,0,,69
2022,243780,Purdue University-Main Campus,182500,1,Main Campus,51528,,17,4,,,0,1,,22
2022,186380,Rutgers University-New Brunswick,262900,1,Main Campus,50637,,16,17,,,0,0,,33
2022,110662,University of California-Los Angeles,131500,1,UCLA,46430,,11,15,,,0,0,,26
2022,145637,University of Illinois Urbana-Champaign,177500,1,Main Campus,56916,,19,14,,,0,0,,33
2022,153658,University of Iowa,189200,1,Main Campus,30015,,13,18,,,0,0,,31
2022,163286,University of Maryland-College Park,210300,1,Main Campus,40792,,19,10,,,0,0,,29
2022,170976,University of Michigan-Ann Arbor,232500,1,Ann Arbor campus,51225,,57,65,,,0,0,,122
2022,174066,University of Minnesota-Twin Cities,396900,1,Main Campus,54955,,28,26,,,0,0,,54
2022,181464,University of Nebraska-Lincoln,256500,1,Main Campus,23805,,44,2,,,0,0,,46
2022,209551,University of Oregon,322300,1,Main Campus,23163,,9,11,,,0,0,,20
2022,123961,University of Southern California,132800,1,University Park Campus,48945,,26,12,,,0,0,,38
2022,123961,University of Southern California,132800,2,Health Sciences Campus,48945,,6,6,,,0,0,,12
2022,123961,University of Southern California,132800,3,Catalina Island,48945,,0,0,,,0,0,,0
2022,123961,University of Southern California,132800,5,Sacramento Center,48945,,0,0,,,0,0,,0
2022,123961,University of Southern California,132800,6,Marina del Rey,48945,,0,0,,,0,0,,0
2022,123961,University of Southern California,132800,7,Health Science Alhambra Building,48945,,0,0,,,0,0,,0
2022,123961,University of Southern California,132800,8,San Diego Alzheimer's Research Institute,48945,,0,0,,,0,0,,0
2022,123961,University of Southern California,132800,9,Aviation Safety & Security,48945,,0,0,,,0,0,,0
2022,236948,University of Washington-Seattle Campus,379800,1,Main Campus,52319,,20,17,,,0,0,,37
2022,240444,University of Wisconsin-Madison,389500,1,Main Campus,48956,,25,11,,,0,1,,37
2023,151351,Indiana University-Bloomington,180900,1,Indiana University - Bloomington Campus,47527,,30,18,,,0,0,,48
2023,171100,Michigan State University,229000,1,Main Campus,51316,,38,38,,,0,0,,76
2023,147767,Northwestern University,173900,1,Main Campus,23203,,5,3,,,0,0,,8
2023,204796,Ohio State University-Main Campus,309000,1,Main Campus,60046,,59,366,,,0,0,,425
2023,214777,Pennsylvania State University-Main Campus,332900,1,University Park Campus Penn State,50399,,42,25,,,0,2,,69
2023,243780,Purdue University-Main Campus,182500,1,Main Campus,52905,,10,5,,,0,0,,15
2023,186380,Rutgers University-New Brunswick,262900,1,Main Campus,50617,,14,9,,,0,0,,23
2023,110662,University of California-Los Angeles,131500,1,UCLA,46678,,61,58,,,0,0,,119
2023,145637,University of Illinois Urbana-Champaign,177500,1,Main Campus,56563,,19,13,,,0,0,,32
2023,153658,University of Iowa,189200,1,Main Campus,30042,,51,34,,,0,0,,85
2023,163286,University of Maryland-College Park,210300,1,Main Campus,40813,,22,14,,,0,0,,36
2023,170976,University of Michigan-Ann Arbor,232500,1,Ann Arbor campus,52065,,33,32,,,0,0,,65
2023,174066,University of Minnesota-Twin Cities,396900,1,Main Campus,54890,,26,25,,,0,0,,51
2023,181464,University of Nebraska-Lincoln,256500,1,Main Campus,23986,,12,5,,,0,0,,17
2023,209551,University of Oregon,322300,1,Main Campus,23786,,8,9,,,0,0,,17
2023,123961,University of Southern California,132800,1,University Park Campus,47147,,16,17,,,0,1,,34
2023,123961,University of Southern California,132800,2,Health Sciences Campus,47147,,1,13,,,0,0,,14
2023,123961,University of Southern California,132800,3,Catalina Island,47147,,0,0,,,0,0,,0
2023,123961,University of Southern California,132800,5,Sacramento Center,47147,,0,0,,,0,0,,0
2023,123961,University of Southern California,132800,6,Marina del Rey,47147,,0,0,,,0,0,,0
2023,123961,University of Southern California,132800,7,Health Science Alhambra Building,47147,,0,0,,,0,0,,0
2023,123961,University of Southern California,132800,8,San Diego Alzheimer's Research Institute,47147,,0,0,,,0,0,,0
2023,123961,University of Southern California,132800,9,Aviation Safety & Security,47147,,0,0,,,0,0,,0
2023,236948,University of Washington-Seattle Campus,379800,1,Main Campus,55620,,8,5,,,0,0,,13
2023,240444,University of Wisconsin-Madison,389500,1,Main Campus,49605,,13,5,,,0,0,,18
